# N = 2915, version = 1
# 100 facet sizes: [36, 49, 36, 36, 36, 36]
# 111 facet sizes: [102, 102, 108, 108, 102, 102, 108, 108]
# 100 hollow sites: [25, 36, 25, 25, 25, 25]
# 111 hollow sites: [85, 85, 91, 91, 85, 85, 91, 91]
# edges: [6, 6, 6, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7]
# x,          y,          z
  -2.567924528301887   -2.432075471698113   -7.778174593051602
  -1.567924528301887   -2.432075471698113   -7.778174593051602
  -0.567924528301887   -2.432075471698113   -7.778174593051602
   0.432075471698113   -2.432075471698113   -7.778174593051602
   1.432075471698113   -2.432075471698113   -7.778174593051602
   2.432075471698113   -2.432075471698113   -7.778174593051602
  -2.567924528301887   -1.432075471698113   -7.778174593051602
  -1.567924528301887   -1.432075471698113   -7.778174593051602
  -0.567924528301887   -1.432075471698113   -7.778174593051602
   0.432075471698113   -1.432075471698113   -7.778174593051602
   1.432075471698113   -1.432075471698113   -7.778174593051602
   2.432075471698113   -1.432075471698113   -7.778174593051602
  -2.567924528301887   -0.432075471698113   -7.778174593051602
  -1.567924528301887   -0.432075471698113   -7.778174593051602
  -0.567924528301887   -0.432075471698113   -7.778174593051602
   0.432075471698113   -0.432075471698113   -7.778174593051602
   1.432075471698113   -0.432075471698113   -7.778174593051602
   2.432075471698113   -0.432075471698113   -7.778174593051602
  -2.567924528301887    0.567924528301887   -7.778174593051602
  -1.567924528301887    0.567924528301887   -7.778174593051602
  -0.567924528301887    0.567924528301887   -7.778174593051602
   0.432075471698113    0.567924528301887   -7.778174593051602
   1.432075471698113    0.567924528301887   -7.778174593051602
   2.432075471698113    0.567924528301887   -7.778174593051602
  -2.567924528301887    1.567924528301887   -7.778174593051602
  -1.567924528301887    1.567924528301887   -7.778174593051602
  -0.567924528301887    1.567924528301887   -7.778174593051602
   0.432075471698113    1.567924528301887   -7.778174593051602
   1.432075471698113    1.567924528301887   -7.778174593051602
   2.432075471698113    1.567924528301887   -7.778174593051602
  -2.567924528301887    2.567924528301887   -7.778174593051602
  -1.567924528301887    2.567924528301887   -7.778174593051602
  -0.567924528301887    2.567924528301887   -7.778174593051602
   0.432075471698113    2.567924528301887   -7.778174593051602
   1.432075471698113    2.567924528301887   -7.778174593051602
   2.432075471698113    2.567924528301887   -7.778174593051602
  -3.067924528301887   -2.932075471698113   -7.071067811865049
  -2.067924528301887   -2.932075471698113   -7.071067811865049
