# typeid, x, y, z
0  -8.88737965  -7.93365812 -21.06569672
0  -6.00365686  -7.93365812 -21.06569672
0  -3.11993432  -7.93365812 -21.06569672
0  -0.23621134  -7.93365812 -21.06569672
0   2.64751148  -7.93365812 -21.06569672
0   5.53123426  -7.93365812 -21.06569672
0   8.41495705  -7.93365812 -21.06569672
0  -8.88737965  -5.04993534 -21.06569672
0  -6.00365686  -5.04993534 -21.06569672
0  -3.11993432  -5.04993534 -21.06569672
0  -0.23621134  -5.04993534 -21.06569672
0   2.64751148  -5.04993534 -21.06569672
0   5.53123426  -5.04993534 -21.06569672
0   8.41495705  -5.04993534 -21.06569672
0  -8.88737965  -2.16621256 -21.06569672
0  -6.00365686  -2.16621256 -21.06569672
0  -3.11993432  -2.16621256 -21.06569672
0  -0.23621134  -2.16621256 -21.06569672
0   2.64751148  -2.16621256 -21.06569672
0   5.53123426  -2.16621256 -21.06569672
0   8.41495705  -2.16621256 -21.06569672
0  -8.88737965   0.71751040 -21.06569672
0  -6.00365686   0.71751040 -21.06569672
0  -3.11993432   0.71751040 -21.06569672
0  -0.23621134   0.71751040 -21.06569672
0   2.64751148   0.71751040 -21.06569672
0   5.53123426   0.71751040 -21.06569672
0   8.41495705   0.71751040 -21.06569672
0  -8.88737965   3.60123324 -21.06569672
0  -6.00365686   3.60123324 -21.06569672
0  -3.11993432   3.60123324 -21.06569672
0  -0.23621134   3.60123324 -21.06569672
0   2.64751148   3.60123324 -21.06569672
0   5.53123426   3.60123324 -21.06569672
0   8.41495705   3.60123324 -21.06569672
0  -8.88737965   6.48495626 -21.06569672
0  -6.00365686   6.48495626 -21.06569672
0  -3.11993432   6.48495626 -21.06569672
0  -0.23621134   6.48495626 -21.06569672
0   2.64751148   6.48495626 -21.06569672
0   5.53123426   6.48495626 -21.06569672
0   8.41495705   6.48495626 -21.06569672
0 -10.32924175  -9.37551975 -19.02659607
0  -7.44551849  -9.37551975 -19.02659607
0  -4.56179571  -9.37551975 -19.02659607
0  -1.67807281  -9.37551975 -19.02659607
0   1.20565009  -9.37551975 -19.02659607
0   4.08937311  -9.37551975 -19.02659607
0   6.97309589  -9.37551975 -19.02659607
0   9.85681915  -9.37551975 -19.02659607
0 -10.32924175  -6.49179697 -19.02659607
0   9.85681915  -6.49179697 -19.02659607
0 -10.32924175  -3.60807395 -19.02659607
0   9.85681915  -3.60807395 -19.02659607
0 -10.32924175  -0.72435099 -19.02659607
0   9.85681915  -0.72435099 -19.02659607
0 -10.32924175   2.15937185 -19.02659607
0   9.85681915   2.15937185 -19.02659607
0 -10.32924175   5.04309464 -19.02659607
0   9.85681915   5.04309464 -19.02659607
0 -10.32924175   7.92681742 -19.02659607
0  -7.44551849   7.92681742 -19.02659607
0  -4.56179571   7.92681742 -19.02659607
0  -1.67807281   7.92681742 -19.02659607
0   1.20565009   7.92681742 -19.02659607
0   4.08937311   7.92681742 -19.02659607
0   6.97309589   7.92681742 -19.02659607
0   9.85681915   7.92681742 -19.02659607
0 -11.77110291 -10.81738091 -16.98749542
0  -8.88737965 -10.81738091 -16.98749542
0  -6.00365686 -10.81738091 -16.98749542
0  -3.11993432 -10.81738091 -16.98749542
0  -0.23621134 -10.81738091 -16.98749542
0   2.64751148 -10.81738091 -16.98749542
0   5.53123426 -10.81738091 -16.98749542
0   8.41495705 -10.81738091 -16.98749542
0  11.29868031 -10.81738091 -16.98749542
0 -11.77110291  -7.93365812 -16.98749542
0  11.29868031  -7.93365812 -16.98749542
0 -11.77110291  -5.04993534 -16.98749542
0  11.29868031  -5.04993534 -16.98749542
0 -11.77110291  -2.16621256 -16.98749542
0  11.29868031  -2.16621256 -16.98749542
0 -11.77110291   0.71751040 -16.98749542
0  11.29868031   0.71751040 -16.98749542
0 -11.77110291   3.60123324 -16.98749542
0  11.29868031   3.60123324 -16.98749542
0 -11.77110291   6.48495626 -16.98749542
0  11.29868031   6.48495626 -16.98749542
0 -11.77110291   9.36867905 -16.98749542
0  -8.88737965   9.36867905 -16.98749542
0  -6.00365686   9.36867905 -16.98749542
0  -3.11993432   9.36867905 -16.98749542
