# typeid, x, y, z
0  -6.25342703  -8.16541004 -21.42471123
0  -3.36970425  -8.16541004 -21.42471123
0  -0.48598126  -8.16541004 -21.42471123
0   2.39774156  -8.16541004 -21.42471123
0   5.28146458  -8.16541004 -21.42471123
0   8.16518784  -8.16541004 -21.42471123
0  -6.25342703  -5.28168726 -21.42471123
0  -3.36970425  -5.28168726 -21.42471123
0  -0.48598126  -5.28168726 -21.42471123
0   2.39774156  -5.28168726 -21.42471123
0   5.28146458  -5.28168726 -21.42471123
0   8.16518784  -5.28168726 -21.42471123
0  -6.25342703  -2.39796424 -21.42471123
0  -3.36970425  -2.39796424 -21.42471123
0  -0.48598126  -2.39796424 -21.42471123
0   2.39774156  -2.39796424 -21.42471123
0   5.28146458  -2.39796424 -21.42471123
0   8.16518784  -2.39796424 -21.42471123
0  -6.25342703   0.48575872 -21.42471123
0  -3.36970425   0.48575872 -21.42471123
0  -0.48598126   0.48575872 -21.42471123
0   2.39774156   0.48575872 -21.42471123
0   5.28146458   0.48575872 -21.42471123
0   8.16518784   0.48575872 -21.42471123
0  -6.25342703   3.36948156 -21.42471123
0  -3.36970425   3.36948156 -21.42471123
0  -0.48598126   3.36948156 -21.42471123
0   2.39774156   3.36948156 -21.42471123
0   5.28146458   3.36948156 -21.42471123
0   8.16518784   3.36948156 -21.42471123
0  -6.25342703   6.25320435 -21.42471123
0  -3.36970425   6.25320435 -21.42471123
0  -0.48598126   6.25320435 -21.42471123
0   2.39774156   6.25320435 -21.42471123
0   5.28146458   6.25320435 -21.42471123
0   8.16518784   6.25320435 -21.42471123
0  -7.69528866  -9.60727119 -19.38561058
0  -4.81156540  -9.60727119 -19.38561058
0  -1.92784274  -9.60727119 -19.38561058
0   0.95588017  -9.60727119 -19.38561058
0   3.83960295  -9.60727119 -19.38561058
0   6.72332573  -9.60727119 -19.38561058
0   9.60704899  -9.60727119 -19.38561058
0  -7.69528866  -6.72354841 -19.38561058
0   9.60704899  -6.72354841 -19.38561058
0  -7.69528866  -3.83982563 -19.38561058
0   9.60704899  -3.83982563 -19.38561058
0  -7.69528866  -0.95610273 -19.38561058
0   9.60704899  -0.95610273 -19.38561058
0  -7.69528866   1.92762017 -19.38561058
0   9.60704899   1.92762017 -19.38561058
0  -7.69528866   4.81134319 -19.38561058
0   9.60704899   4.81134319 -19.38561058
0  -7.69528866   7.69506598 -19.38561058
0  -4.81156540   7.69506598 -19.38561058
0  -1.92784274   7.69506598 -19.38561058
0   0.95588017   7.69506598 -19.38561058
0   3.83960295   7.69506598 -19.38561058
0   6.72332573   7.69506598 -19.38561058
0   9.60704899   7.69506598 -19.38561058
0  -9.13714981 -11.04913235 -17.34650993
0  -6.25342703 -11.04913235 -17.34650993
0  -3.36970425 -11.04913235 -17.34650993
0  -0.48598126 -11.04913235 -17.34650993
0   2.39774156 -11.04913235 -17.34650993
0   5.28146458 -11.04913235 -17.34650993
0   8.16518784 -11.04913235 -17.34650993
0  11.04891014 -11.04913235 -17.34650993
0  -9.13714981  -8.16541004 -17.34650993
0  11.04891014  -8.16541004 -17.34650993
0  -9.13714981  -5.28168726 -17.34650993
0  11.04891014  -5.28168726 -17.34650993
0  -9.13714981  -2.39796424 -17.34650993
0  11.04891014  -2.39796424 -17.34650993
0  -9.13714981   0.48575872 -17.34650993
0  11.04891014   0.48575872 -17.34650993
0  -9.13714981   3.36948156 -17.34650993
0  11.04891014   3.36948156 -17.34650993
0  -9.13714981   6.25320435 -17.34650993
0  11.04891014   6.25320435 -17.34650993
0  -9.13714981   9.13692760 -17.34650993
0  -6.25342703   9.13692760 -17.34650993
0  -3.36970425   9.13692760 -17.34650993
0  -0.48598126   9.13692760 -17.34650993
0   2.39774156   9.13692760 -17.34650993
0   5.28146458   9.13692760 -17.34650993
0   8.16518784   9.13692760 -17.34650993
0  11.04891014   9.13692760 -17.34650993
0 -10.57901096 -12.49099445 -15.30741024
0  -7.69528866 -12.49099445 -15.30741024
0  -4.81156540 -12.49099445 -15.30741024
0  -1.92784274 -12.49099445 -15.30741024
0   0.95588017 -12.49099445 -15.30741024
0   3.83960295 -12.49099445 -15.30741024
0   6.72332573 -12.49099445 -15.30741024
0   9.60704899 -12.49099445 -15.30741024
0  12.49077129 -12.49099445 -15.30741024
0 -10.57901096  -9.60727119 -15.30741024
0  12.49077129  -9.60727119 -15.30741024
0 -10.57901096  -6.72354841 -15.30741024
0  12.49077129  -6.72354841 -15.30741024
