# typeid, x, y, z
0  -7.44246483  -6.46535778 -14.96402264
0  -4.55874157  -6.46535778 -14.96402264
0  -1.67501891  -6.46535778 -14.96402264
0   1.20870399  -6.46535778 -14.96402264
0   4.09242678  -6.46535778 -14.96402264
0   6.97614956  -6.46535778 -14.96402264
0  -7.44246483  -3.58163500 -14.96402264
0  -4.55874157  -3.58163500 -14.96402264
0  -1.67501891  -3.58163500 -14.96402264
0   1.20870399  -3.58163500 -14.96402264
0   4.09242678  -3.58163500 -14.96402264
0   6.97614956  -3.58163500 -14.96402264
0  -7.44246483  -0.69791204 -14.96402264
0  -4.55874157  -0.69791204 -14.96402264
0  -1.67501891  -0.69791204 -14.96402264
0   1.20870399  -0.69791204 -14.96402264
0   4.09242678  -0.69791204 -14.96402264
0   6.97614956  -0.69791204 -14.96402264
0  -7.44246483   2.18581080 -14.96402264
0  -4.55874157   2.18581080 -14.96402264
0  -1.67501891   2.18581080 -14.96402264
0   1.20870399   2.18581080 -14.96402264
0   4.09242678   2.18581080 -14.96402264
0   6.97614956   2.18581080 -14.96402264
0  -7.44246483   5.06953382 -14.96402264
0  -4.55874157   5.06953382 -14.96402264
0  -1.67501891   5.06953382 -14.96402264
0   1.20870399   5.06953382 -14.96402264
0   4.09242678   5.06953382 -14.96402264
0   6.97614956   5.06953382 -14.96402264
0  -8.88432598  -7.90721941 -12.92492294
0  -6.00060320  -7.90721941 -12.92492294
0  -3.11688042  -7.90721941 -12.92492294
0  -0.23315747  -7.90721941 -12.92492294
0   2.65056539  -7.90721941 -12.92492294
0   5.53428841  -7.90721941 -12.92492294
0   8.41801071  -7.90721941 -12.92492294
0  -8.88432598  -5.02349615 -12.92492294
0   8.41801071  -5.02349615 -12.92492294
0  -8.88432598  -2.13977337 -12.92492294
0   8.41801071  -2.13977337 -12.92492294
0  -8.88432598   0.74394941 -12.92492294
0   8.41801071   0.74394941 -12.92492294
0  -8.88432598   3.62767220 -12.92492294
0   8.41801071   3.62767220 -12.92492294
0  -8.88432598   6.51139498 -12.92492294
0  -6.00060320   6.51139498 -12.92492294
0  -3.11688042   6.51139498 -12.92492294
0  -0.23315747   6.51139498 -12.92492294
0   2.65056539   6.51139498 -12.92492294
0   5.53428841   6.51139498 -12.92492294
0   8.41801071   6.51139498 -12.92492294
0 -10.32618713  -9.34908104 -10.88582325
0  -7.44246483  -9.34908104 -10.88582325
0  -4.55874157  -9.34908104 -10.88582325
0  -1.67501891  -9.34908104 -10.88582325
0   1.20870399  -9.34908104 -10.88582325
0   4.09242678  -9.34908104 -10.88582325
0   6.97614956  -9.34908104 -10.88582325
0   9.85987282  -9.34908104 -10.88582325
0 -10.32618713  -6.46535778 -10.88582325
0   9.85987282  -6.46535778 -10.88582325
0 -10.32618713  -3.58163500 -10.88582325
0   9.85987282  -3.58163500 -10.88582325
0 -10.32618713  -0.69791204 -10.88582325
0   9.85987282  -0.69791204 -10.88582325
0 -10.32618713   2.18581080 -10.88582325
0   9.85987282   2.18581080 -10.88582325
0 -10.32618713   5.06953382 -10.88582325
0   9.85987282   5.06953382 -10.88582325
0 -10.32618713   7.95325661 -10.88582325
0  -7.44246483   7.95325661 -10.88582325
0  -4.55874157   7.95325661 -10.88582325
0  -1.67501891   7.95325661 -10.88582325
0   1.20870399   7.95325661 -10.88582325
0   4.09242678   7.95325661 -10.88582325
0   6.97614956   7.95325661 -10.88582325
0   9.85987282   7.95325661 -10.88582325
0 -11.76804924 -10.79094219  -8.84672260
