# typeid, x, y, z
0  -7.20974255  -9.57749748 -23.82171822
0  -4.32601976  -9.57749748 -23.82171822
0  -1.44229662  -9.57749748 -23.82171822
0   1.44142616  -9.57749748 -23.82171822
0   4.32514906  -9.57749748 -23.82171822
0   7.20887184  -9.57749748 -23.82171822
0  -7.20974255  -6.69377470 -23.82171822
0  -4.32601976  -6.69377470 -23.82171822
0  -1.44229662  -6.69377470 -23.82171822
0   1.44142616  -6.69377470 -23.82171822
0   4.32514906  -6.69377470 -23.82171822
0   7.20887184  -6.69377470 -23.82171822
0  -7.20974255  -3.81005192 -23.82171822
0  -4.32601976  -3.81005192 -23.82171822
0  -1.44229662  -3.81005192 -23.82171822
0   1.44142616  -3.81005192 -23.82171822
0   4.32514906  -3.81005192 -23.82171822
0   7.20887184  -3.81005192 -23.82171822
0  -7.20974255  -0.92632902 -23.82171822
0  -4.32601976  -0.92632902 -23.82171822
0  -1.44229662  -0.92632902 -23.82171822
0   1.44142616  -0.92632902 -23.82171822
0   4.32514906  -0.92632902 -23.82171822
0   7.20887184  -0.92632902 -23.82171822
0  -7.20974255   1.95739388 -23.82171822
0  -4.32601976   1.95739388 -23.82171822
0  -1.44229662   1.95739388 -23.82171822
0   1.44142616   1.95739388 -23.82171822
0   4.32514906   1.95739388 -23.82171822
0   7.20887184   1.95739388 -23.82171822
0  -7.20974255   4.84111691 -23.82171822
0  -4.32601976   4.84111691 -23.82171822
0  -1.44229662   4.84111691 -23.82171822
0   1.44142616   4.84111691 -23.82171822
0   4.32514906   4.84111691 -23.82171822
0   7.20887184   4.84111691 -23.82171822
0  -7.20974255   7.72483969 -23.82171822
0  -4.32601976   7.72483969 -23.82171822
0  -1.44229662   7.72483969 -23.82171822
0   1.44142616   7.72483969 -23.82171822
0   4.32514906   7.72483969 -23.82171822
0   7.20887184   7.72483969 -23.82171822
0  -8.65160370 -11.01935863 -21.78261948
0  -5.76788092 -11.01935863 -21.78261948
0  -2.88415813 -11.01935863 -21.78261948
0  -0.00043523 -11.01935863 -21.78261948
0   2.88328767 -11.01935863 -21.78261948
0   5.76701069 -11.01935863 -21.78261948
0   8.65073299 -11.01935863 -21.78261948
0  -8.65160370  -8.13563633 -21.78261948
0   8.65073299  -8.13563633 -21.78261948
0  -8.65160370  -5.25191355 -21.78261948
0   8.65073299  -5.25191355 -21.78261948
0  -8.65160370  -2.36819053 -21.78261948
0   8.65073299  -2.36819053 -21.78261948
0  -8.65160370   0.51553237 -21.78261948
0   8.65073299   0.51553237 -21.78261948
0  -8.65160370   3.39925528 -21.78261948
