# typeid, x, y, z
0  -2.88567829  -1.44131291 -10.19550037
0  -0.00195533  -1.44131291 -10.19550037
0   2.88176751  -1.44131291 -10.19550037
0  -2.88567829   1.44240999 -10.19550037
0  -0.00195533   1.44240999 -10.19550037
0   2.88176751   1.44240999 -10.19550037
0  -2.88567829   4.32613277 -10.19550037
0  -0.00195533   4.32613277 -10.19550037
0   2.88176751   4.32613277 -10.19550037
0  -4.32753944  -2.88317442  -8.15639973
0  -1.44381678  -2.88317442  -8.15639973
0   1.43990612  -2.88317442  -8.15639973
0   4.32362890  -2.88317442  -8.15639973
0  -4.32753944   0.00054857  -8.15639973
0   4.32362890   0.00054857  -8.15639973
0  -4.32753944   2.88427138  -8.15639973
0   4.32362890   2.88427138  -8.15639973
0  -4.32753944   5.76799440  -8.15639973
0  -1.44381678   5.76799440  -8.15639973
0   1.43990612   5.76799440  -8.15639973
0   4.32362890   5.76799440  -8.15639973
0  -5.76940107  -4.32503557  -6.11730003
0  -2.88567829  -4.32503557  -6.11730003
0  -0.00195533  -4.32503557  -6.11730003
0   2.88176751  -4.32503557  -6.11730003
0   5.76549053  -4.32503557  -6.11730003
0  -5.76940107  -1.44131291  -6.11730003
0   5.76549053  -1.44131291  -6.11730003
0  -5.76940107   1.44240999  -6.11730003
0   5.76549053   1.44240999  -6.11730003
0  -5.76940107   4.32613277  -6.11730003
0   5.76549053   4.32613277  -6.11730003
0  -5.76940107   7.20985556  -6.11730003
0  -2.88567829   7.20985556  -6.11730003
0  -0.00195533   7.20985556  -6.11730003
0   2.88176751   7.20985556  -6.11730003
0   5.76549053   7.20985556  -6.11730003
0  -7.21126270  -5.76689720  -4.07819986
0  -4.32753944  -5.76689720  -4.07819986
0  -1.44381678  -5.76689720  -4.07819986
0   1.43990612  -5.76689720  -4.07819986
0   4.32362890  -5.76689720  -4.07819986
0   7.20735168  -5.76689720  -4.07819986
0  -7.21126270  -2.88317442  -4.07819986
0   7.20735168  -2.88317442  -4.07819986
0  -7.21126270   0.00054857  -4.07819986
0   7.20735168   0.00054857  -4.07819986
0  -7.21126270   2.88427138  -4.07819986
0   7.20735168   2.88427138  -4.07819986
0  -7.21126270   5.76799440  -4.07819986
0   7.20735168   5.76799440  -4.07819986
0  -4.32753944   8.65171719  -4.07819986
0  -1.44381678   8.65171719  -4.07819986
0   1.43990612   8.65171719  -4.07819986
0   4.32362890   8.65171719  -4.07819986
0  -5.76940107  -7.20875883  -2.03909993
0  -2.88567829  -7.20875883  -2.03909993
0  -0.00195533  -7.20875883  -2.03909993
0   2.88176751  -7.20875883  -2.03909993
0   5.76549053  -7.20875883  -2.03909993
0  -8.65312386  -4.32503557  -2.03909993
0   8.64921284  -4.32503557  -2.03909993
0  -8.65312386  -1.44131291  -2.03909993
0   8.64921284  -1.44131291  -2.03909993
0  -8.65312386   1.44240999  -2.03909993
0   8.64921284   1.44240999  -2.03909993
0  -8.65312386   4.32613277  -2.03909993
0   8.64921284   4.32613277  -2.03909993
0  -5.76940107   7.20985556  -2.03909993
0   5.76549053   7.20985556  -2.03909993
0  -2.88567829  10.09357834  -2.03909993
0  -0.00195533  10.09357834  -2.03909993
0   2.88176751  10.09357834  -2.03909993
0  -4.32753944  -8.65062046  -0.00000000
0  -1.44381678  -8.65062046  -0.00000000
0   1.43990612  -8.65062046  -0.00000000
0   4.32362890  -8.65062046  -0.00000000
0  -7.21126270  -5.76689720  -0.00000000
0   7.20735168  -5.76689720  -0.00000000
0 -10.09498501  -2.88317442  -0.00000000
0  10.09107494  -2.88317442  -0.00000000
0 -10.09498501   0.00054857  -0.00000000
0  10.09107494   0.00054857  -0.00000000
0 -10.09498501   2.88427138  -0.00000000
0  10.09107494   2.88427138  -0.00000000
0  -7.21126270   5.76799440  -0.00000000
0   7.20735168   5.76799440  -0.00000000
0  -4.32753944   8.65171719  -0.00000000
0  -1.44381678   8.65171719  -0.00000000
0   1.43990612   8.65171719  -0.00000000
0   4.32362890   8.65171719  -0.00000000
0  -2.88567829 -10.09248161   2.03909993
0  -0.00195533 -10.09248161   2.03909993
0   2.88176751 -10.09248161   2.03909993
0  -5.76940107  -7.20875883   2.03909993
0   5.76549053  -7.20875883   2.03909993
0  -8.65312386  -4.32503557   2.03909993
0   8.64921284  -4.32503557   2.03909993
0  -8.65312386  -1.44131291   2.03909993
0   8.64921284  -1.44131291   2.03909993
0  -8.65312386   1.44240999   2.03909993
0   8.64921284   1.44240999   2.03909993
0  -8.65312386   4.32613277   2.03909993
0   8.64921284   4.32613277   2.03909993
0  -5.76940107   7.20985556   2.03909993
0  -2.88567829   7.20985556   2.03909993
0  -0.00195533   7.20985556   2.03909993
0   2.88176751   7.20985556   2.03909993
0   5.76549053   7.20985556   2.03909993
0  -4.32753944  -8.65062046   4.07819986
0  -1.44381678  -8.65062046   4.07819986
0   1.43990612  -8.65062046   4.07819986
0   4.32362890  -8.65062046   4.07819986
0  -7.21126270  -5.76689720   4.07819986
0   7.20735168  -5.76689720   4.07819986
0  -7.21126270  -2.88317442   4.07819986
0   7.20735168  -2.88317442   4.07819986
0  -7.21126270   0.00054857   4.07819986
0   7.20735168   0.00054857   4.07819986
0  -7.21126270   2.88427138   4.07819986
0   7.20735168   2.88427138   4.07819986
0  -7.21126270   5.76799440   4.07819986
0  -4.32753944   5.76799440   4.07819986
0  -1.44381678   5.76799440   4.07819986
0   1.43990612   5.76799440   4.07819986
0   4.32362890   5.76799440   4.07819986
0   7.20735168   5.76799440   4.07819986
0  -5.76940107  -7.20875883   6.11730003
0  -2.88567829  -7.20875883   6.11730003
0  -0.00195533  -7.20875883   6.11730003
0   2.88176751  -7.20875883   6.11730003
0   5.76549053  -7.20875883   6.11730003
0  -5.76940107  -4.32503557   6.11730003
0   5.76549053  -4.32503557   6.11730003
0  -5.76940107  -1.44131291   6.11730003
0   5.76549053  -1.44131291   6.11730003
0  -5.76940107   1.44240999   6.11730003
0   5.76549053   1.44240999   6.11730003
0  -5.76940107   4.32613277   6.11730003
0  -2.88567829   4.32613277   6.11730003
0  -0.00195533   4.32613277   6.11730003
0   2.88176751   4.32613277   6.11730003
0   5.76549053   4.32613277   6.11730003
0  -4.32753944  -5.76689720   8.15639973
0  -1.44381678  -5.76689720   8.15639973
0   1.43990612  -5.76689720   8.15639973
0   4.32362890  -5.76689720   8.15639973
0  -4.32753944  -2.88317442   8.15639973
0   4.32362890  -2.88317442   8.15639973
0  -4.32753944   0.00054857   8.15639973
0   4.32362890   0.00054857   8.15639973
0  -4.32753944   2.88427138   8.15639973
0  -1.44381678   2.88427138   8.15639973
0   1.43990612   2.88427138   8.15639973
0   4.32362890   2.88427138   8.15639973
0  -2.88567829  -4.32503557  10.19550037
0  -0.00195533  -4.32503557  10.19550037
0   2.88176751  -4.32503557  10.19550037
0  -2.88567829  -1.44131291  10.19550037
0  -0.00195533  -1.44131291  10.19550037
0   2.88176751  -1.44131291  10.19550037
0  -2.88567829   1.44240999  10.19550037
0  -0.00195533   1.44240999  10.19550037
0   2.88176751   1.44240999  10.19550037
1   7.29532957   8.77271366  -4.22143555
1   5.30486298  11.97062588  -1.74895334
1   7.33714294   8.72415924  -0.04048446
1  10.12557793   5.82913065  -0.03067176
1   8.88700771   8.20533466   3.82097268
1  -8.55890560  -7.43868971  -2.23454714
1 -11.56618118  -5.22003651  -0.88386387
1  -9.02494717  -7.25817060   2.03911686
1  -5.73656034 -10.11182880   2.00573635
1  -7.93525314  -8.96122646   5.53306198
1  -8.47191715   8.31347847  -5.52307463
1  -8.73616028   7.30412436  -1.83640063
1  -5.72728825  10.30636024  -2.10526824
1 -11.80690098   5.43045855   0.19035706
1  -8.60710239   7.30994749   2.08341336
1   9.32879162  -7.65940809  -3.38384581
1   7.32753992  -8.76237583   0.34298620
1   5.21337318 -11.83489323   1.63956285
1  10.20807076  -5.74713802   0.10149348
1   7.14075851  -9.03887558   4.31214523
1  -1.73915148  -4.39145517  12.79673862
1   1.62554646  -2.90481281  12.40148735
1  -1.65823007  -0.08694038  12.31156254
1   1.55090868   1.88990831  12.82965565
1   1.32988107  -0.21395913 -12.47205639
1  -2.57507753  -0.46186745 -12.94240379
1   2.84393787   3.48240709 -12.99319267
1  -1.39855051   3.34967637 -12.56427765
1   1.51886535  12.31611633  -0.56055653
1  -2.23449016  11.39759731   0.39684904
1   0.97405785   9.97061157   2.51791573
1  -5.53582144  10.14356041   2.51541591
1  -2.10241055   8.66425323   4.39615393
1  -5.99603558   7.67711401   5.64954948
