# typeid, x, y, z
0  -3.57171893  -2.68329811 -13.64492989
0  -0.68799615  -2.68329811 -13.64492989
0   2.19572663  -2.68329811 -13.64492989
0   5.07944965  -2.68329811 -13.64492989
0  -3.57171893   0.20042467 -13.64492989
0  -0.68799615   0.20042467 -13.64492989
0   2.19572663   0.20042467 -13.64492989
0   5.07944965   0.20042467 -13.64492989
0  -3.57171893   3.08414745 -13.64492989
0  -0.68799615   3.08414745 -13.64492989
0   2.19572663   3.08414745 -13.64492989
0   5.07944965   3.08414745 -13.64492989
0  -5.01358032  -4.12515974 -11.60583019
0  -2.12985754  -4.12515974 -11.60583019
0   0.75386524  -4.12515974 -11.60583019
0   3.63758802  -4.12515974 -11.60583019
0   6.52131081  -4.12515974 -11.60583019
0  -5.01358032  -1.24143672 -11.60583019
0   6.52131081  -1.24143672 -11.60583019
0  -5.01358032   1.64228606 -11.60583019
0   6.52131081   1.64228606 -11.60583019
0  -5.01358032   4.52600908 -11.60583019
0  -2.12985754   4.52600908 -11.60583019
0   0.75386524   4.52600908 -11.60583019
0   3.63758802   4.52600908 -11.60583019
0   6.52131081   4.52600908 -11.60583019
0  -6.45544195  -5.56702089  -9.56673050
0  -3.57171893  -5.56702089  -9.56673050
0  -0.68799615  -5.56702089  -9.56673050
0   2.19572663  -5.56702089  -9.56673050
0   5.07944965  -5.56702089  -9.56673050
0   7.96317244  -5.56702089  -9.56673050
0  -6.45544195  -2.68329811  -9.56673050
0   7.96317244  -2.68329811  -9.56673050
0  -6.45544195   0.20042467  -9.56673050
0   7.96317244   0.20042467  -9.56673050
0  -6.45544195   3.08414745  -9.56673050
0   7.96317244   3.08414745  -9.56673050
0  -6.45544195   5.96787024  -9.56673050
0  -3.57171893   5.96787024  -9.56673050
0  -0.68799615   5.96787024  -9.56673050
0   2.19572663   5.96787024  -9.56673050
0   5.07944965   5.96787024  -9.56673050
0   7.96317244   5.96787024  -9.56673050
0  -7.89730358  -7.00888252  -7.52763033
0  -5.01358032  -7.00888252  -7.52763033
0  -2.12985754  -7.00888252  -7.52763033
0   0.75386524  -7.00888252  -7.52763033
0   3.63758802  -7.00888252  -7.52763033
0   6.52131081  -7.00888252  -7.52763033
0   9.40503407  -7.00888252  -7.52763033
0  -7.89730358  -4.12515974  -7.52763033
0   9.40503407  -4.12515974  -7.52763033
0  -7.89730358  -1.24143672  -7.52763033
0   9.40503407  -1.24143672  -7.52763033
0  -7.89730358   1.64228606  -7.52763033
0   9.40503407   1.64228606  -7.52763033
0  -7.89730358   4.52600908  -7.52763033
0   9.40503407   4.52600908  -7.52763033
0  -7.89730358   7.40973186  -7.52763033
0  -5.01358032   7.40973186  -7.52763033
0  -2.12985754   7.40973186  -7.52763033
0   0.75386524   7.40973186  -7.52763033
0   3.63758802   7.40973186  -7.52763033
0   6.52131081   7.40973186  -7.52763033
0   9.40503407   7.40973186  -7.52763033
0  -9.33916473  -8.45074368  -5.48853016
0  -6.45544195  -8.45074368  -5.48853016
0  -3.57171893  -8.45074368  -5.48853016
0  -0.68799615  -8.45074368  -5.48853016
0   2.19572663  -8.45074368  -5.48853016
0   5.07944965  -8.45074368  -5.48853016
0   7.96317244  -8.45074368  -5.48853016
0  10.84689522  -8.45074368  -5.48853016
0  -9.33916473  -5.56702089  -5.48853016
0  10.84689522  -5.56702089  -5.48853016
0  -9.33916473  -2.68329811  -5.48853016
0  10.84689522  -2.68329811  -5.48853016
0  -9.33916473   0.20042467  -5.48853016
0  10.84689522   0.20042467  -5.48853016
0  -9.33916473   3.08414745  -5.48853016
0  10.84689522   3.08414745  -5.48853016
0  -9.33916473   5.96787024  -5.48853016
0  10.84689522   5.96787024  -5.48853016
0  -9.33916473   8.85159302  -5.48853016
0  -6.45544195   8.85159302  -5.48853016
0  -3.57171893   8.85159302  -5.48853016
0  -0.68799615   8.85159302  -5.48853016
0   2.19572663   8.85159302  -5.48853016
0   5.07944965   8.85159302  -5.48853016
0   7.96317244   8.85159302  -5.48853016
0  -7.89730358  -9.89260578  -3.44943023
0  -5.01358032  -9.89260578  -3.44943023
0  -2.12985754  -9.89260578  -3.44943023
0   0.75386524  -9.89260578  -3.44943023
0   3.63758802  -9.89260578  -3.44943023
0   6.52131081  -9.89260578  -3.44943023
0   9.40503407  -9.89260578  -3.44943023
0 -10.78102589  -7.00888252  -3.44943023
0  12.28875637  -7.00888252  -3.44943023
0 -10.78102589  -4.12515974  -3.44943023
0  12.28875637  -4.12515974  -3.44943023
0 -10.78102589  -1.24143672  -3.44943023
0  12.28875637  -1.24143672  -3.44943023
0 -10.78102589   1.64228606  -3.44943023
0  12.28875637   1.64228606  -3.44943023
0 -10.78102589   4.52600908  -3.44943023
0  12.28875637   4.52600908  -3.44943023
0 -10.78102589   7.40973186  -3.44943023
0   9.40503407   7.40973186  -3.44943023
0  -7.89730358  10.29345512  -3.44943023
0  -5.01358032  10.29345512  -3.44943023
0  -2.12985754  10.29345512  -3.44943023
0   0.75386524  10.29345512  -3.44943023
0   3.63758802  10.29345512  -3.44943023
0   6.52131081  10.29345512  -3.44943023
0  -6.45544195 -11.33446693  -1.41033030
0  -3.57171893 -11.33446693  -1.41033030
0  -0.68799615 -11.33446693  -1.41033030
0   2.19572663 -11.33446693  -1.41033030
0   5.07944965 -11.33446693  -1.41033030
0   7.96317244 -11.33446693  -1.41033030
0  -9.33916473  -8.45074368  -1.41033030
0  10.84689522  -8.45074368  -1.41033030
0 -12.22288799  -5.56702089  -1.41033030
0  13.73061848  -5.56702089  -1.41033030
0 -12.22288799  -2.68329811  -1.41033030
0  13.73061848  -2.68329811  -1.41033030
0 -12.22288799   0.20042467  -1.41033030
0  13.73061848   0.20042467  -1.41033030
0 -12.22288799   3.08414745  -1.41033030
0  13.73061848   3.08414745  -1.41033030
0 -12.22288799   5.96787024  -1.41033030
0  10.84689522   5.96787024  -1.41033030
0  -9.33916473   8.85159302  -1.41033030
0   7.96317244   8.85159302  -1.41033030
0  -6.45544195  11.73531628  -1.41033030
0  -3.57171893  11.73531628  -1.41033030
0  -0.68799615  11.73531628  -1.41033030
0   2.19572663  11.73531628  -1.41033030
0   5.07944965  11.73531628  -1.41033030
0  -5.01358032 -12.77632809   0.62876970
0  -2.12985754 -12.77632809   0.62876970
0   0.75386524 -12.77632809   0.62876970
0   3.63758802 -12.77632809   0.62876970
0   6.52131081 -12.77632809   0.62876970
0  -7.89730358  -9.89260578   0.62876970
0   9.40503407  -9.89260578   0.62876970
0 -10.78102589  -7.00888252   0.62876970
0  12.28875637  -7.00888252   0.62876970
0 -13.66474915  -4.12515974   0.62876970
0  12.28875637  -4.12515974   0.62876970
0 -13.66474915  -1.24143672   0.62876970
0  12.28875637  -1.24143672   0.62876970
0 -13.66474915   1.64228606   0.62876970
0  12.28875637   1.64228606   0.62876970
0 -13.66474915   4.52600908   0.62876970
0  12.28875637   4.52600908   0.62876970
0 -10.78102589   7.40973186   0.62876970
0   9.40503407   7.40973186   0.62876970
0  -7.89730358  10.29345512   0.62876970
0   6.52131081  10.29345512   0.62876970
0  -5.01358032  13.17717743   0.62876970
0  -2.12985754  13.17717743   0.62876970
0   0.75386524  13.17717743   0.62876970
0   3.63758802  13.17717743   0.62876970
0  -6.45544195 -11.33446693   2.66786981
0  -3.57171893 -11.33446693   2.66786981
0  -0.68799615 -11.33446693   2.66786981
0   2.19572663 -11.33446693   2.66786981
0   5.07944965 -11.33446693   2.66786981
0   7.96317244 -11.33446693   2.66786981
0  -9.33916473  -8.45074368   2.66786981
0  10.84689522  -8.45074368   2.66786981
0 -12.22288799  -5.56702089   2.66786981
0  10.84689522  -5.56702089   2.66786981
0 -12.22288799  -2.68329811   2.66786981
0  10.84689522  -2.68329811   2.66786981
0 -12.22288799   0.20042467   2.66786981
0  10.84689522   0.20042467   2.66786981
0 -12.22288799   3.08414745   2.66786981
0  10.84689522   3.08414745   2.66786981
0 -12.22288799   5.96787024   2.66786981
0  10.84689522   5.96787024   2.66786981
0  -9.33916473   8.85159302   2.66786981
0   7.96317244   8.85159302   2.66786981
0  -6.45544195  11.73531628   2.66786981
0  -3.57171893  11.73531628   2.66786981
0  -0.68799615  11.73531628   2.66786981
0   2.19572663  11.73531628   2.66786981
0   5.07944965  11.73531628   2.66786981
0  -7.89730358  -9.89260578   4.70696974
0  -5.01358032  -9.89260578   4.70696974
0  -2.12985754  -9.89260578   4.70696974
0   0.75386524  -9.89260578   4.70696974
0   3.63758802  -9.89260578   4.70696974
0   6.52131081  -9.89260578   4.70696974
0   9.40503407  -9.89260578   4.70696974
0 -10.78102589  -7.00888252   4.70696974
0   9.40503407  -7.00888252   4.70696974
0 -10.78102589  -4.12515974   4.70696974
0   9.40503407  -4.12515974   4.70696974
0 -10.78102589  -1.24143672   4.70696974
0   9.40503407  -1.24143672   4.70696974
0 -10.78102589   1.64228606   4.70696974
0   9.40503407   1.64228606   4.70696974
0 -10.78102589   4.52600908   4.70696974
0   9.40503407   4.52600908   4.70696974
0 -10.78102589   7.40973186   4.70696974
0   9.40503407   7.40973186   4.70696974
0  -7.89730358  10.29345512   4.70696974
0  -5.01358032  10.29345512   4.70696974
0  -2.12985754  10.29345512   4.70696974
0   0.75386524  10.29345512   4.70696974
0   3.63758802  10.29345512   4.70696974
